ItemCode	-	ItemName	-	TOTAL
ZN-12732	-	TORN.SOCKET MET.GR. 12.9 M36-4.0 X 200 MM (Precio x Pieza)	-	449.6711
ZN-12734	-	TORN.SOCKET GR. 12.9 10-24 X 4" (Precio x Pza - Caja c/50 pzas)	-	4.54024
ZN-12736	-	TORN.SOCKET GR. 12.9 1/4"-20 X 3-1/4" (Precio x Pza - Caja c/50 pzas)	-	4.44106
ZN-12738	-	TORN.SOCKET GR. 12.9 5/16"-18 X 7" (Precio x Pza - Caja c/50 pzas)	-	17.72016
ZN-12740	-	TORN.SOCKET GR. 12.9 5/16"-18 X 8" (Precio x Pza - Caja c/50 pzas)	-	20.48618
ZN-12742	-	TORN.SOCKET GR. 12.9 3/8"-16 X 3-1/4" (Precio x Pza - Caja c/50 pzas)	-	8.68376
ZN-12744	-	TORN.SOCKET GR. 12.9 3/8"-16 X 6-1/2" (Precio x Pza - Caja c/50 pzas)	-	18.61278
ZN-12746	-	TORN.SOCKET GR. 12.9 3/8"-16 X 7" (Precio x Pza - Caja c/50 pzas)	-	20.18864
ZN-12748	-	TORN.SOCKET GR. 12.9 3/8"-16 X 8" (Precio x Pza - Caja c/50 pzas)	-	25.14764
ZN-12750	-	TORN.SOCKET GR. 12.9 7/16"-14 X 4-1/2" (Precio x Pza - Caja c/50 pzas)	-	19.53846
ZN-12752	-	TORN.SOCKET GR. 12.9 7/16"-14 X 5" (Precio x Pza - Caja c/50 pzas)	-	21.57716
ZN-12754	-	TORN.SOCKET GR. 12.9 7/16"-14 X 6" (Precio x Pza - Caja c/50 pzas)	-	26.05128
ZN-12756	-	TORN.SOCKET GR. 12.9 1/2"-13 X 6-1/2" (Precio x Pza - Caja c/25 pzas)	-	36.63048
ZN-12758	-	TORN.SOCKET GR. 12.9 1/2"-13 X 8" (Precio x Pza - Caja c/25 pzas)	-	45.92034
ZN-12760	-	TORN.SOCKET GR. 12.9 1/2"-13 X 9" (Precio x Pza - Caja c/25 pzas)	-	87.91756
ZN-12762	-	TORN.SOCKET GR. 12.9 1/2"-13 X 10" (Precio x Pza - Caja c/25 pzas)	-	104.66796
ZN-12764	-	TORN.SOCKET GR. 12.9 5/8"-11 X 6-1/2" (Precio x Pza - Caja c/15 pzas)	-	60.56592
ZN-12766	-	TORN.SOCKET GR. 12.9 5/8"-11 X 7" (Precio x Pza - Caja c/15 pzas)	-	65.61308
ZN-12768	-	TORN.SOCKET GR. 12.9 5/8"-11 X 9" (Precio x Pza - Caja c/15 pzas)	-	91.17948
ZN-12770	-	TORN.SOCKET GR. 12.9 5/8"-11 X 10" (Precio x Pza - Caja c/15 pzas)	-	100.30404
ZN-12772	-	TORN.SOCKET GR. 12.9 3/4"-10 X 6-1/2" (Precio x Pza - Caja c/10 pzas)	-	83.0357
ZN-12774	-	TORN.SOCKET GR. 12.9 3/4"-10 X 7" (Precio x Pza - Caja c/10 pzas)	-	90.364
ZN-12776	-	TORN.SOCKET GR. 12.9 3/4"-10 X 8" (Precio x Pza - Caja c/10 pzas)	-	104.66796
ZN-12782	-	TORN.SOCKET GR. 12.9 3/4"-10 X 11" (Precio x Pza - Caja c/10 pzas)	-	166.83178
ZN-12784	-	TORN.SOCKET GR. 12.9 3/4"-10 X 12" (Precio x Pza - Caja c/10 pzas)	-	181.58756
ZN-12786	-	TORN.SOCKET GR. 12.9 7/8"-9 X 2" (Precio x Pza - Caja c/5 pzas)	-	68.72072
ZN-12788	-	TORN.SOCKET GR. 12.9 7/8"-9 X 8" (Precio x Pza - Caja c/5 pzas)	-	187.08654
ZN-12790	-	TORN.SOCKET GR. 12.9 1"-8 X 6-1/2" (Precio x Pieza)	-	188.90484
ZN-12792	-	TORN.SOCKET GR. 12.9 1"-8 X 7" (Precio x Pieza)	-	207.8923
ZN-12794	-	TORN.SOCKET GR. 12.9 1"-8 X 8" (Precio x Pieza)	-	238.89156
ZN-12796	-	TORN.SOCKET GR. 12.9 1"-8 X 9" (Precio x Pieza)	-	257.57046
ZN-12798	-	TORN.SOCKET GR. 12.9 1"-8 X 10" (Precio x Pieza)	-	277.95746
ZN-12800	-	TORN.SOCKET GR. 12.9 1"-8 X 12" (Precio x Pieza)	-	341.04696
ZN-12802	-	TORN.SOCKET GR. 12.9 1"-8 X 13" (Precio x Pieza)	-	366.37092
ZN-12804	-	TORN.SOCKET GR. 12.9 1-1/4"-7 X 2-1/2" (Precio x Pieza)	-	208.30004
ZN-12806	-	TORN.SOCKET GR. 12.9 1-1/4"-7 X 3" (Precio x Pieza)	-	228.3895
ZN-12808	-	TORN.SOCKET GR. 12.9 1-1/4"-7 X 7-1/2" (Precio x Pieza)	-	409.40402
ZN-12810	-	TORN.SOCKET GR. 12.9 1-1/4"-7 X 9" (Precio x Pieza)	-	469.65036
ZN-12812	-	TORN.SOCKET GR. 12.9 1-1/2"-6 X 4" (Precio x Pieza)	-	418.82612
ZN-12814	-	TORN.SOCKET GR. 12.9 1-1/2"-6 X 4-1/2" (Precio x Pieza)	-	449.05398
ZN-12816	-	TORN.SOCKET GR. 12.9 1-1/2"-6 X 5" (Precio x Pieza)	-	477.8823
ZN-12818	-	TORN.SOCKET GR. 12.9 1-1/2"-6 X 6" (Precio x Pieza)	-	535.572
ZN-12820	-	TORN.SOCKET GR. 12.9 1-1/2"-6 X 7" (Precio x Pieza)	-	593.50414
ZN-12822	-	TORN. ALLEN CABEZA PLANA M3-0.50 X 6 MM (Precio x Pza - Caja c/100 pzas)	-	0.29754
ZN-12824	-	TORN. ALLEN CABEZA PLANA M3-0.50 X 8 MM (Precio x Pza - Caja c/100 pzas)	-	0.29754
ZN-12826	-	TORN. ALLEN CABEZA PLANA M3-0.50 X 25 MM (Precio x Pza - Caja c/100 pzas)	-	0.7163
ZN-12828	-	TORN. ALLEN CABEZA PLANA M3-0.50 X 30 MM (Precio x Pza - Caja c/100 pzas)	-	0.76038
ZN-12830	-	TORN. ALLEN CABEZA PLANA M4-0.70 X 30 MM (Precio x Pza - Caja c/100 pzas)	-	0.78242
ZN-12832	-	TORN. ALLEN CABEZA PLANA M4-0.70 X 40 MM (Precio x Pza - Caja c/100 pzas)	-	1.20118
ZN-12834	-	TORN. ALLEN CABEZA PLANA M5-0.80 X 45 MM (Precio x Pza - Caja c/100 pzas)	-	1.5979
ZN-12836	-	TORN. ALLEN CABEZA PLANA M6-1.0 X 8 MM (Precio x Pza - Caja c/100 pzas)	-	0.58406
ZN-12838	-	TORN. ALLEN CABEZA PLANA M6-1.0 X 45 MM (Precio x Pza - Caja c/100 pzas)	-	1.82932
ZN-12840	-	TORN. ALLEN CABEZA PLANA M6-1.0 X 70 MM (Precio x Pza - Caja c/100 pzas)	-	3.15172
ZN-12842	-	TORN. ALLEN CABEZA PLANA M8-1.25 X 10 MM (Precio x Pza - Caja c/100 pzas)	-	1.53178
ZN-12844	-	TORN. ALLEN CABEZA PLANA M8-1.25 X 12 MM (Precio x Pza - Caja c/100 pzas)	-	1.38852
ZN-12846	-	TORN. ALLEN CABEZA PLANA M8-1.25 X 65 MM (Precio x Pza - Caja c/100 pzas)	-	4.97002
ZN-12848	-	TORN. ALLEN CABEZA PLANA M8-1.25 X 70 MM (Precio x Pza - Caja c/100 pzas)	-	5.3998
ZN-12850	-	TORN. ALLEN CABEZA PLANA M8-1.25 X 80 MM (Precio x Pza - Caja c/100 pzas)	-	6.16018
ZN-12852	-	TORN. ALLEN CABEZA PLANA M10-1.5 X 12 MM (Precio x Pza - Caja c/100 pzas)	-	3.40518
ZN-12854	-	TORN. ALLEN CABEZA PLANA M10-1.5 X 16 MM (Precio x Pza - Caja c/100 pzas)	-	2.62276
ZN-12856	-	TORN. ALLEN CABEZA PLANA M10-1.5 X 25 MM (Precio x Pza - Caja c/100 pzas)	-	3.31702
ZN-12858	-	TORN. ALLEN CABEZA PLANA M10-1.5 X 65 MM (Precio x Pza - Caja c/50 pzas)	-	8.03358
ZN-12860	-	TORN. ALLEN CABEZA PLANA M10-1.5 X 70 MM (Precio x Pza - Caja c/50 pzas)	-	8.7609
ZN-12862	-	TORN. ALLEN CABEZA PLANA M10-1.5 X 80 MM (Precio x Pza - Caja c/50 pzas)	-	11.6812
ZN-12864	-	TORN. ALLEN CABEZA PLANA M10-1.5 X 100 MM (Precio x Pza - Caja c/50 pzas)	-	14.6015
ZN-12866	-	TORN. ALLEN CABEZA PLANA M12-1.75 X 20 MM (Precio x Pza - Caja c/50 pzas)	-	4.98104
ZN-12868	-	TORN. ALLEN CABEZA PLANA M12-1.75 X 80 MM (Precio x Pza - Caja c/50 pzas)	-	16.43082
ZN-12870	-	TORN. ALLEN CABEZA PLANA M12-1.75 X 90 MM (Precio x Pza - Caja c/25 pzas)	-	18.26014
ZN-12872	-	TORN. ALLEN CABEZA PLANA M12-1.75 X 100 MM (Precio x Pza - Caja c/25 pzas)	-	20.08946
ZN-12874	-	TORN. ALLEN CABEZA PLANA M16-2.0 X 30 MM (Precio x Pza - Caja c/50 pzas)	-	11.6812
ZN-12876	-	TORN. ALLEN CABEZA PLANA M16-2.0 X 35 MM (Precio x Pza - Caja c/50 pzas)	-	13.13584
ZN-12878	-	TORN. ALLEN CABEZA PLANA M16-2.0 X 40 MM (Precio x Pza - Caja c/50 pzas)	-	14.6015
ZN-12880	-	TORN. ALLEN CABEZA PLANA M16-2.0 X 45 MM (Precio x Pza - Caja c/50 pzas)	-	16.05614
ZN-12882	-	TORN. ALLEN CABEZA PLANA M16-2.0 X 50 MM (Precio x Pza - Caja c/50 pzas)	-	17.53282
ZN-12884	-	TORN. ALLEN CABEZA PLANA M16-2.0 X 60 MM (Precio x Pza - Caja c/25 pzas)	-	20.45312
ZN-12886	-	TORN. ALLEN CABEZA PLANA M16-2.0 X 80 MM (Precio x Pza - Caja c/25 pzas)	-	29.21402
ZN-12888	-	TORN. ALLEN CABEZA PLANA 4-40 X 1/4" (Precio x Pza - Caja c/100 pzas)	-	0.59508
ZN-12890	-	TORN. ALLEN CABEZA PLANA 6-32 X 1/4" (Precio x Pza - Caja c/100 pzas)	-	0.52896
ZN-12892	-	TORN. ALLEN CABEZA PLANA 8-32 X 1/4" (Precio x Pza - Caja c/100 pzas)	-	0.56202
ZN-12896	-	TORN. ALLEN CABEZA PLANA 1/4"-20 X 2" (Precio x Pza - Caja c/100 pzas)	-	2.6448
ZN-12898	-	TORN. ALLEN CABEZA PLANA 1/4"-20 X 3" (Precio x Pza - Caja c/100 pzas)	-	4.22066
ZN-12900	-	TORN. ALLEN CABEZA PLANA 5/16"-18 X 5/8" (Precio x Pza - Caja c/100 pzas)	-	1.85136
ZN-12902	-	TORN. ALLEN CABEZA PLANA 3/8"-16 X 3/4" (Precio x Pza - Caja c/100 pzas)	-	3.42722
ZN-12904	-	TORN. ALLEN CABEZA PLANA 3/8"-16 X 5" (Precio x Pza - Caja c/50 pzas)	-	16.87162
ZN-12906	-	TORN. ALLEN CABEZA PLANA 3/8"-16 X 6" (Precio x Pza - Caja c/50 pzas)	-	20.4421
ZN-12908	-	TORN. ALLEN CABEZA PLANA 7/16"-14 X 1" (Precio x Pza - Caja c/100 pzas)	-	5.37776
ZN-12910	-	TORN. ALLEN CABEZA PLANA 7/16"-14 X 1-1/4" (Precio x Pza - Caja c/100 pzas)	-	6.04998
ZN-12912	-	TORN. ALLEN CABEZA PLANA 7/16"-14 X 1-3/4" (Precio x Pza - Caja c/100 pzas)	-	7.86828
ZN-12914	-	TORN. ALLEN CABEZA PLANA 7/16"-14 X 2" (Precio x Pza - Caja c/100 pzas)	-	8.79396
ZN-12916	-	TORN. ALLEN CABEZA PLANA 7/16"-14 X 2-1/2" (Precio x Pza - Caja c/100 pzas)	-	10.67838
ZN-12918	-	TORN. ALLEN CABEZA PLANA 1/2"-13 X 3/4" (Precio x Pza - Caja c/50 pzas)	-	6.1161
ZN-12920	-	TORN. ALLEN CABEZA PLANA 1/2"-13 X 2" (Precio x Pza - Caja c/50 pzas)	-	9.67556
ZN-12922	-	TORN. ALLEN CABEZA PLANA 1/2"-13 X 2-1/2" (Precio x Pza - Caja c/50 pzas)	-	11.71426
ZN-12924	-	TORN. ALLEN CABEZA PLANA 1/2"-13 X 4" (Precio x Pza - Caja c/25 pzas)	-	18.91032
ZN-12926	-	TORN. ALLEN CABEZA PLANA 5/8"-11 X 2" (Precio x Pza - Caja c/25 pzas)	-	18.3483
ZN-12928	-	TORN. ALLEN CABEZA PLANA 5/8"-11 X 2-1/2" (Precio x Pza - Caja c/25 pzas)	-	22.16122
ZN-12930	-	TORN. ALLEN CABEZA PLANA 5/8"-11 X 5" (Precio x Pza - Caja c/10 pzas)	-	42.80168
ZN-12932	-	TORN. ALLEN CABEZA PLANA 3/4"-10 X 1-1/2" (Precio x Pza - Caja c/20 pzas)	-	29.0377
ZN-12934	-	TORNILLO ALLEN CAB. BOTON M4-0.70 X 30 MM (Precio x Pza - Caja c/100 pzas)	-	0.80446
ZN-12936	-	TORNILLO ALLEN CAB. BOTON M6-1.0 X 8 MM (Precio x Pza - Caja c/100 pzas)	-	0.6612
ZN-12938	-	TORNILLO ALLEN CAB. BOTON M6-1.0 X 45 MM (Precio x Pza - Caja c/100 pzas)	-	1.89544
ZN-12940	-	TORNILLO ALLEN CAB. BOTON M6-1.0 X 50 MM (Precio x Pza - Caja c/100 pzas)	-	2.11584
ZN-12942	-	TORNILLO ALLEN CAB. BOTON M8-1.25 X 12 MM (Precio x Pza - Caja c/100 pzas)	-	1.53178
ZN-12944	-	TORNILLO ALLEN CAB. BOTON M10-1.5 X 16 MM (Precio x Pza - Caja c/100 pzas)	-	2.93132
ZN-12946	-	TORNILLO ALLEN CAB. BOTON 4-40 X 1/2" (Precio x Pza - Caja c/100 pzas)	-	0.65018
ZN-12948	-	TORNILLO ALLEN CAB. BOTON 4-40 X 1/4" (Precio x Pza - Caja c/100 pzas)	-	0.551
ZN-12950	-	TORNILLO ALLEN CAB. BOTON 4-40 X 3/8" (Precio x Pza - Caja c/100 pzas)	-	0.58406
ZN-12952	-	TORNILLO ALLEN CAB. BOTON 8-32 X 1-1/4" (Precio x Pza - Caja c/100 pzas)	-	1.34444
ZN-12954	-	TORNILLO ALLEN CAB. BOTON 8-32 X 1-1/2" (Precio x Pza - Caja c/100 pzas)	-	1.57586
ZN-12956	-	TORNILLO ALLEN CAB. BOTON 10-24 X 1/4" (Precio x Pza - Caja c/100 pzas)	-	0.59508
ZN-12958	-	TORNILLO ALLEN CAB. BOTON 1/2"-13 X 1-1/4" (Precio x Pza - Caja c/25 pzas)	-	7.31728
ZN-12960	-	TORNILLO ALLEN CAB. BOTON 1/2"-13 X 2-1/2" (Precio x Pza - Caja c/25 pzas)	-	12.77218
ZN-12962	-	TORNILLO ALLEN CAB. BOTON 1/2"-13 X 3-1/4" (Precio x Pza - Caja c/25 pzas)	-	17.03692
ZN-13010	-	TORN. ALLEN CABEZA PLANA 4-40X3/8   (Precio x Pza - Caja c/100 pzas)	-	0.6061
ZN-13012	-	TORN. ALLEN CABEZA PLANA 4-40X1/2   (Precio x Pza - Caja c/100 pzas)	-	0.59508
ZN-13014	-	TORN. ALLEN CABEZA PLANA 4-40X5/8   (Precio x Pza - Caja c/100 pzas)	-	0.7163
ZN-13016	-	TORN. ALLEN CABEZA PLANA 4-40X3/4   (Precio x Pza - Caja c/100 pzas)	-	1.27832
ZN-13018	-	TORN. ALLEN CABEZA PLANA 4-40X1   (Precio x Pza - Caja c/100 pzas)	-	1.07996
ZN-13020	-	TORN. ALLEN CABEZA PLANA 5-40X3/8   (Precio x Pza - Caja c/100 pzas)	-	0.63916
ZN-13022	-	TORN. ALLEN CABEZA PLANA 5-40X1/2   (Precio x Pza - Caja c/100 pzas)	-	0.59508
ZN-13024	-	TORN. ALLEN CABEZA PLANA 5-40X5/8   (Precio x Pza - Caja c/100 pzas)	-	0.7714
ZN-13026	-	TORN. ALLEN CABEZA PLANA 5-40X3/4   (Precio x Pza - Caja c/100 pzas)	-	0.76038
ZN-13028	-	TORN. ALLEN CABEZA PLANA 5-40X1   (Precio x Pza - Caja c/100 pzas)	-	1.16812
ZN-13030	-	TORN. ALLEN CABEZA PLANA 6-32X3/8   (Precio x Pza - Caja c/100 pzas)	-	0.53998
ZN-13032	-	TORN. ALLEN CABEZA PLANA 6-32X1/2   (Precio x Pza - Caja c/100 pzas)	-	0.6061
ZN-13034	-	TORN. ALLEN CABEZA PLANA 6-32X5/8   (Precio x Pza - Caja c/100 pzas)	-	0.67222
ZN-13036	-	TORN. ALLEN CABEZA PLANA 6-32X3/4   (Precio x Pza - Caja c/100 pzas)	-	0.80446
ZN-13038	-	TORN. ALLEN CABEZA PLANA 6-32X1   (Precio x Pza - Caja c/100 pzas)	-	1.01384
ZN-13040	-	TORN. ALLEN CABEZA PLANA 6-32X1-1/4   (Precio x Pza - Caja c/100 pzas)	-	1.84034
ZN-13042	-	TORN. ALLEN CABEZA PLANA 8-32X3/8   (Precio x Pza - Caja c/100 pzas)	-	0.59508
ZN-13044	-	TORN. ALLEN CABEZA PLANA 8-32X1/2   (Precio x Pza - Caja c/100 pzas)	-	0.81548
ZN-13046	-	TORN. ALLEN CABEZA PLANA 8-32X5/8   (Precio x Pza - Caja c/100 pzas)	-	0.83752
ZN-13048	-	TORN. ALLEN CABEZA PLANA 8-32X3/4   (Precio x Pza - Caja c/100 pzas)	-	0.9918
ZN-13050	-	TORN. ALLEN CABEZA PLANA 8-32X1   (Precio x Pza - Caja c/100 pzas)	-	1.16812
ZN-13052	-	TORN. ALLEN CABEZA PLANA 8-32X1-1/4   (Precio x Pza - Caja c/100 pzas)	-	1.39954
ZN-13054	-	TORN. ALLEN CABEZA PLANA 8-32X1-1/2   (Precio x Pza - Caja c/100 pzas)	-	1.52076
ZN-13056	-	TORN. ALLEN CABEZA PLANA 10-24X3/8   (Precio x Pza - Caja c/100 pzas)	-	0.63916
ZN-13058	-	TORN. ALLEN CABEZA PLANA 10-24X1/2   (Precio x Pza - Caja c/100 pzas)	-	0.83752
ZN-13060	-	TORN. ALLEN CABEZA PLANA 10-24X5/8   (Precio x Pza - Caja c/100 pzas)	-	0.90364
ZN-13062	-	TORN. ALLEN CABEZA PLANA 10-24X3/4   (Precio x Pza - Caja c/100 pzas)	-	0.98078
ZN-13064	-	TORN. ALLEN CABEZA PLANA 10-24X1-1/4   (Precio x Pza - Caja c/100 pzas)	-	1.27832
ZN-13066	-	TORN. ALLEN CABEZA PLANA 10-24X1-1/2   (Precio x Pza - Caja c/100 pzas)	-	1.64198
ZN-13068	-	TORN. ALLEN CABEZA PLANA 10-24X2   (Precio x Pza - Caja c/100 pzas)	-	2.23706
ZN-13070	-	TORN. ALLEN CABEZA PLANA 10-24X2-1/2   (Precio x Pza - Caja c/100 pzas)	-	4.74962
ZN-13072	-	TORN. ALLEN CABEZA PLANA 10-32X1/2   (Precio x Pza - Caja c/100 pzas)	-	0.69426
ZN-13074	-	TORN. ALLEN CABEZA PLANA 1/4-20X1/2   (Precio x Pza - Caja c/100 pzas)	-	1.03588
ZN-13076	-	TORN. ALLEN CABEZA PLANA 1/4-20X5/8   (Precio x Pza - Caja c/100 pzas)	-	1.3775
ZN-13078	-	TORN. ALLEN CABEZA PLANA 1/4-20X3/4   (Precio x Pza - Caja c/100 pzas)	-	1.61994
ZN-13080	-	TORN. ALLEN CABEZA PLANA 1/4-20X1   (Precio x Pza - Caja c/100 pzas)	-	1.45464
ZN-13082	-	TORN. ALLEN CABEZA PLANA 1/4-20X1-1/4   (Precio x Pza - Caja c/100 pzas)	-	1.86238
ZN-13084	-	TORN. ALLEN CABEZA PLANA 1/4-20X1-1/2   (Precio x Pza - Caja c/100 pzas)	-	2.1489
ZN-13086	-	TORN. ALLEN CABEZA PLANA 1/4-20X1-3/4  (Precio x Pza - Caja c/100 pzas)	-	2.56766
ZN-13088	-	TORN. ALLEN CABEZA PLANA 5/16-18X1/2  (Precio x Pza - Caja c/100 pzas)	-	2.23706
ZN-13090	-	TORN. ALLEN CABEZA PLANA 5/16-18X3/4  (Precio x Pza - Caja c/100 pzas)	-	2.02768
ZN-13092	-	TORN. ALLEN CABEZA PLANA 5/16-18X1   (Precio x Pza - Caja c/100 pzas)	-	2.43542
ZN-13094	-	TORN. ALLEN CABEZA PLANA 5/16-18X1-1/4  (Precio x Pza - Caja c/100 pzas)	-	4.30882
ZN-13096	-	TORN. ALLEN CABEZA PLANA 5/16-18X-1-1/2  (Precio x Pza - Caja c/100 pzas)	-	3.306
ZN-13098	-	TORN. ALLEN CABEZA PLANA 5/16-18X2   (Precio x Pza - Caja c/100 pzas)	-	4.78268
ZN-13100	-	TORN. ALLEN CABEZA PLANA 5/16-18X2-1/2   (Precio x Pza - Caja c/100 pzas)	-	8.19888
ZN-13102	-	TORN. ALLEN CABEZA PLANA 5/16-18X3   (Precio x Pza - Caja c/100 pzas)	-	9.11354
ZN-13104	-	TORN. ALLEN CABEZA PLANA 3/8-16X1  (Precio x Pza - Caja c/100 pzas)	-	5.27858
ZN-13106	-	TORN. ALLEN CABEZA PLANA 3/8-16X1-1/4  (Precio x Pza - Caja c/100 pzas)	-	5.81856
ZN-13108	-	TORN. ALLEN CABEZA PLANA 3/8-16X1-1/2   (Precio x Pza - Caja c/100 pzas)	-	5.19042
ZN-13110	-	TORN. ALLEN CABEZA PLANA 3/8-16X1-3/4  (Precio x Pza - Caja c/100 pzas)	-	7.6589
ZN-13112	-	TORN. ALLEN CABEZA PLANA 3/8-16X2  (Precio x Pza - Caja c/100 pzas)	-	6.8875
ZN-13114	-	TORN. ALLEN CABEZA PLANA 3/8-16X2-1/4   (Precio x Pza - Caja c/50 pzas)	-	9.99514
ZN-13116	-	TORN. ALLEN CABEZA PLANA 3/8-16X2-1/2   (Precio x Pza - Caja c/50 pzas)	-	8.60662
ZN-13118	-	TORN. ALLEN CABEZA PLANA 3/8-16X3   (Precio x Pza - Caja c/50 pzas)	-	13.2791
ZN-13120	-	TORN. ALLEN CABEZA PLANA 3/8-16X3-1/2   (Precio x Pza - Caja c/50 pzas)	-	12.2322
ZN-13122	-	TORN. ALLEN CABEZA PLANA 3/8-16X4   (Precio x Pza - Caja c/50 pzas)	-	14.33702
ZN-13124	-	TORN. ALLEN CABEZA PLANA 1/2-13X1   (Precio x Pza - Caja c/50 pzas)	-	6.54588
ZN-13126	-	TORN. ALLEN CABEZA PLANA 1/2-13X1-1/4   (Precio x Pza - Caja c/50 pzas)	-	7.89032
ZN-13128	-	TORN. ALLEN CABEZA PLANA 1/2-13X1-1/2  (Precio x Pza - Caja c/50 pzas)	-	11.42774
ZN-13130	-	TORN. ALLEN CABEZA PLANA 1/2-13X1-3/4   (Precio x Pza - Caja c/50 pzas)	-	9.74168
ZN-13132	-	TORN. ALLEN CABEZA PLANA 1/2-13X2-1/4   (Precio x Pza - Caja c/50 pzas)	-	16.23246
ZN-13134	-	TORN. ALLEN CABEZA PLANA 1/2-13X3  (Precio x Pza - Caja c/50 pzas)	-	15.45004
ZN-13136	-	TORN. ALLEN CABEZA PLANA 1/2-13X3-1/2  (Precio x Pza - Caja c/25 pzas)	-	17.23528
ZN-13138	-	TORN. ALLEN CABEZA PLANA 5/8-11X1-1/4   (Precio x Pza - Caja c/25 pzas)	-	13.68684
ZN-13140	-	TORN. ALLEN CABEZA PLANA 5/8-11X1-1/2   (Precio x Pza - Caja c/25 pzas)	-	19.47234
ZN-13142	-	TORN. ALLEN CABEZA PLANA 5/8-11X1-3/4   (Precio x Pza - Caja c/25 pzas)	-	22.10612
ZN-13144	-	TORN. ALLEN CABEZA PLANA 5/8-11X2-1/4   (Precio x Pza - Caja c/25 pzas)	-	24.61868
ZN-13146	-	TORN. ALLEN CABEZA PLANA 5/8-11X3   (Precio x Pza - Caja c/25 pzas)	-	29.5336
ZN-13148	-	TORN. ALLEN CABEZA PLANA 5/8-11X3-1/2   (Precio x Pza - Caja c/25 pzas)	-	42.27272
ZN-13150	-	TORN. ALLEN CABEZA PLANA 5/8-11X4   (Precio x Pza - Caja c/20 pzas)	-	49.93162
ZN-13152	-	TORN. ALLEN CABEZA PLANA 3/4-10X2-1/2   (Precio x Pza - Caja c/20 pzas)	-	50.65894
ZN-13154	-	TORN. ALLEN CABEZA PLANA 3/4-10X3  (Precio x Pza - Caja c/20 pzas)	-	58.25172
ZN-13156	-	TORN. ALLEN CABEZA PLANA 3/4-10X3-1/2  (Precio x Pza - Caja c/10 pzas)	-	70.32964
ZN-13158	-	TORN. ALLEN CABEZA PLANA 3/4-10X4   (Precio x Pza - Caja c/10 pzas)	-	85.60336
ZN-13410	-	TORN. ALLEN CABEZA PLANA 3X10   (Precio x Pza - Caja c/100 pzas)	-	0.36366
ZN-13412	-	TORN. ALLEN CABEZA PLANA 3X12   (Precio x Pza - Caja c/100 pzas)	-	0.40774
ZN-13414	-	TORN. ALLEN CABEZA PLANA 3X16   (Precio x Pza - Caja c/100 pzas)	-	0.51794
ZN-13416	-	TORN. ALLEN CABEZA PLANA 3X20   (Precio x Pza - Caja c/100 pzas)	-	0.53998
ZN-13418	-	TORN. ALLEN CABEZA PLANA 4X8   (Precio x Pza - Caja c/100 pzas)	-	0.7714
ZN-13420	-	TORN. ALLEN CABEZA PLANA 4X10   (Precio x Pza - Caja c/100 pzas)	-	0.52896
ZN-13422	-	TORN. ALLEN CABEZA PLANA 4X12   (Precio x Pza - Caja c/100 pzas)	-	0.61712
ZN-13424	-	TORN. ALLEN CABEZA PLANA 4X16   (Precio x Pza - Caja c/100 pzas)	-	0.70528
ZN-13426	-	TORN. ALLEN CABEZA PLANA 4X20   (Precio x Pza - Caja c/100 pzas)	-	0.62814
ZN-13428	-	TORN. ALLEN CABEZA PLANA 4X25   (Precio x Pza - Caja c/100 pzas)	-	0.85956
ZN-13430	-	TORN. ALLEN CABEZA PLANA 4X35   (Precio x Pza - Caja c/100 pzas)	-	1.39954
ZN-13432	-	TORN. ALLEN CABEZA PLANA 5X8   (Precio x Pza - Caja c/100 pzas)	-	0.78242
ZN-13434	-	TORN. ALLEN CABEZA PLANA 5X10   (Precio x Pza - Caja c/100 pzas)	-	0.80446
ZN-13436	-	TORN. ALLEN CABEZA PLANA 5X12  (Precio x Pza - Caja c/100 pzas)	-	0.79344
ZN-13438	-	TORN. ALLEN CABEZA PLANA 5X16  (Precio x Pza - Caja c/100 pzas)	-	1.07996
ZN-13440	-	TORN. ALLEN CABEZA PLANA 5X20  (Precio x Pza - Caja c/100 pzas)	-	0.7714
ZN-13442	-	TORN. ALLEN CABEZA PLANA 5X25  (Precio x Pza - Caja c/100 pzas)	-	1.17914
ZN-13444	-	TORN. ALLEN CABEZA PLANA 5X30  (Precio x Pza - Caja c/100 pzas)	-	1.47668
ZN-13446	-	TORN. ALLEN CABEZA PLANA 5X35   (Precio x Pza - Caja c/100 pzas)	-	1.73014
ZN-13448	-	TORN. ALLEN CABEZA PLANA 5X40  (Precio x Pza - Caja c/100 pzas)	-	1.93952
ZN-13450	-	TORN. ALLEN CABEZA PLANA 5X50  (Precio x Pza - Caja c/100 pzas)	-	2.3142
ZN-13452	-	TORN. ALLEN CABEZA PLANA 6X10  (Precio x Pza - Caja c/100 pzas)	-	0.92568
ZN-13454	-	TORN. ALLEN CABEZA PLANA 6X12  (Precio x Pza - Caja c/100 pzas)	-	0.92568
ZN-13456	-	TORN. ALLEN CABEZA PLANA 6X16  (Precio x Pza - Caja c/100 pzas)	-	0.90364
ZN-13458	-	TORN. ALLEN CABEZA PLANA 6X20  (Precio x Pza - Caja c/100 pzas)	-	0.91466
ZN-13460	-	TORN. ALLEN CABEZA PLANA 6X25   (Precio x Pza - Caja c/100 pzas)	-	1.13506
